,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryAddition,YearlyHollidayDays,DrivingKilometers
1304,No,40.0,Travel_Rarely,750.0,Research & Development,12.0,3,Life Sciences,2.0,Female,47.0,3.0,2.0,Healthcare Representative,1.0,Divorced,4448.0,10748.0,,Y,No,12.0,3.0,2.0,80.0,1,15.0,,3.0,7.0,4.0,7.0,7.0,1367.4262516728245,,0.8674172318359985
1305,No,54.0,Travel_Rarely,431.0,Research & Development,7.0,4,Medical,4.0,Female,68.0,3.0,2.0,Research Scientist,4.0,Married,6854.0,15696.0,4.0,Y,No,15.0,3.0,2.0,80.0,1,14.0,2.0,2.0,7.0,1.0,1.0,7.0,,,
1306,No,31.0,Travel_Frequently,1125.0,Sales,7.0,4,Marketing,1.0,Female,68.0,3.0,3.0,Sales Executive,1.0,Married,9637.0,8277.0,2.0,Y,No,14.0,3.0,4.0,80.0,2,9.0,3.0,3.0,3.0,2.0,2.0,2.0,1764.8637009109204,30.0,
1307,No,28.0,Travel_Rarely,1217.0,Research & Development,1.0,3,Medical,3.0,Female,67.0,3.0,1.0,Research Scientist,1.0,Married,3591.0,12719.0,1.0,Y,No,25.0,4.0,3.0,80.0,1,3.0,3.0,3.0,3.0,2.0,1.0,2.0,996.3139939908409,10.0,0.9830935398874918
1308,No,38.0,Travel_Rarely,723.0,Sales,2.0,4,Marketing,2.0,Female,77.0,1.0,2.0,Sales Representative,4.0,Married,5405.0,4244.0,2.0,Y,Yes,20.0,4.0,1.0,80.0,2,20.0,4.0,2.0,4.0,2.0,0.0,3.0,1399.9130740583014,,
1309,No,26.0,Travel_Rarely,572.0,Sales,10.0,3,Medical,3.0,Male,46.0,3.0,2.0,Sales Executive,4.0,Single,4684.0,9125.0,,Y,No,13.0,3.0,1.0,80.0,0,5.0,,3.0,5.0,3.0,1.0,2.0,759.5366412381468,15.0,
1310,No,58.0,Travel_Frequently,1216.0,Research & Development,15.0,4,Life Sciences,1.0,Male,87.0,3.0,4.0,Research Director,3.0,Married,15787.0,21624.0,2.0,Y,Yes,14.0,3.0,2.0,80.0,0,23.0,,3.0,2.0,2.0,2.0,2.0,,22.0,
1311,No,18.0,Non-Travel,1431.0,Research & Development,14.0,3,Medical,2.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,1514.0,8018.0,1.0,Y,No,16.0,3.0,3.0,80.0,0,0.0,,1.0,0.0,0.0,0.0,0.0,825.7597309940296,18.0,
1312,Yes,31.0,Travel_Rarely,359.0,Human Resources,18.0,5,Human Resources,4.0,Male,89.0,4.0,1.0,Human Resources,1.0,Married,2956.0,21495.0,0.0,Y,No,17.0,3.0,3.0,80.0,0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,418.2384793755464,10.0,
1313,Yes,29.0,Travel_Rarely,350.0,Human Resources,13.0,3,Human Resources,1.0,Male,56.0,2.0,1.0,Human Resources,1.0,Divorced,2335.0,3157.0,4.0,Y,Yes,15.0,3.0,4.0,80.0,3,4.0,3.0,3.0,2.0,2.0,2.0,0.0,1097.1666201700757,22.0,
1314,No,45.0,Non-Travel,589.0,Sales,2.0,4,Life Sciences,3.0,Female,67.0,3.0,2.0,Sales Executive,3.0,Married,5154.0,19665.0,4.0,Y,No,22.0,4.0,2.0,80.0,2,10.0,,4.0,8.0,7.0,5.0,7.0,889.2103892205545,15.0,
1315,No,36.0,Travel_Rarely,430.0,Research & Development,2.0,4,Other,4.0,Female,73.0,3.0,2.0,Research Scientist,2.0,Married,6962.0,19573.0,4.0,Y,Yes,22.0,4.0,4.0,80.0,1,15.0,2.0,3.0,1.0,0.0,0.0,0.0,1140.4364648052685,,
1316,No,43.0,Travel_Frequently,1422.0,Sales,2.0,4,Life Sciences,1.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Married,5675.0,19246.0,1.0,Y,No,20.0,4.0,3.0,80.0,1,7.0,5.0,3.0,7.0,7.0,7.0,7.0,1525.1541182938072,10.0,0.6128504312166736
1317,No,27.0,Travel_Frequently,1297.0,Research & Development,5.0,2,Life Sciences,4.0,Female,53.0,3.0,1.0,Laboratory Technician,4.0,Single,2379.0,19826.0,0.0,Y,Yes,14.0,3.0,3.0,80.0,0,6.0,3.0,2.0,5.0,4.0,0.0,2.0,1438.7377080731005,10.0,
1318,No,29.0,Travel_Frequently,574.0,Research & Development,20.0,1,Medical,4.0,Male,40.0,3.0,1.0,Laboratory Technician,4.0,Married,3812.0,7003.0,1.0,Y,No,13.0,3.0,2.0,80.0,0,11.0,,4.0,11.0,8.0,3.0,10.0,1305.9671008169325,15.0,
1319,No,32.0,Travel_Frequently,1318.0,Sales,10.0,4,Marketing,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0,Y,No,13.0,3.0,3.0,80.0,0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,792.8755174537689,18.0,
1320,No,42.0,Non-Travel,355.0,Research & Development,10.0,4,Technical Degree,3.0,Male,38.0,3.0,1.0,Research Scientist,3.0,Married,2936.0,6161.0,3.0,Y,No,22.0,4.0,2.0,80.0,2,10.0,1.0,2.0,6.0,3.0,3.0,3.0,1509.3412199972195,10.0,
1321,No,47.0,Travel_Rarely,207.0,Research & Development,9.0,4,Life Sciences,2.0,Female,64.0,3.0,1.0,Laboratory Technician,3.0,Single,2105.0,5411.0,4.0,Y,No,12.0,3.0,3.0,80.0,0,7.0,,3.0,2.0,2.0,2.0,0.0,1237.5633504507553,,5.45181549715197
1322,No,46.0,Travel_Rarely,706.0,Research & Development,2.0,2,Life Sciences,4.0,Male,82.0,3.0,3.0,Manufacturing Director,4.0,Divorced,8578.0,19989.0,3.0,Y,No,14.0,3.0,3.0,80.0,1,12.0,4.0,2.0,9.0,8.0,4.0,7.0,632.748511804761,15.0,
1323,No,28.0,Non-Travel,280.0,Human Resources,1.0,2,Life Sciences,3.0,Male,43.0,3.0,1.0,Human Resources,4.0,Divorced,2706.0,10494.0,1.0,Y,No,15.0,3.0,2.0,80.0,1,3.0,2.0,3.0,3.0,2.0,2.0,2.0,743.6039708396547,10.0,
1324,No,29.0,Travel_Rarely,726.0,Research & Development,29.0,1,Life Sciences,4.0,Male,93.0,1.0,2.0,Healthcare Representative,3.0,Divorced,6384.0,21143.0,8.0,Y,No,17.0,3.0,4.0,80.0,2,11.0,3.0,3.0,7.0,0.0,1.0,6.0,461.97457856044764,10.0,1.0456815829940145
1325,No,42.0,Travel_Rarely,1142.0,Research & Development,8.0,3,Life Sciences,4.0,Male,81.0,3.0,1.0,Laboratory Technician,3.0,Single,3968.0,13624.0,4.0,Y,No,13.0,3.0,4.0,80.0,0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,886.719850406084,25.0,1.2994495944532294
1326,Yes,32.0,Travel_Rarely,414.0,Sales,2.0,4,Marketing,3.0,Male,82.0,2.0,2.0,Sales Executive,2.0,Single,9907.0,26186.0,7.0,Y,Yes,12.0,3.0,3.0,80.0,0,7.0,,2.0,2.0,2.0,2.0,2.0,1488.2088507419912,25.0,
1327,No,46.0,Travel_Rarely,1319.0,Sales,3.0,3,Technical Degree,1.0,Female,45.0,4.0,4.0,Sales Executive,1.0,Divorced,13225.0,7739.0,2.0,Y,No,12.0,3.0,4.0,80.0,1,25.0,5.0,3.0,19.0,17.0,2.0,8.0,1668.782984523004,,
1328,No,27.0,Travel_Rarely,728.0,Sales,23.0,1,Medical,2.0,Female,36.0,2.0,2.0,Sales Representative,3.0,Married,3540.0,7018.0,1.0,Y,No,21.0,4.0,4.0,80.0,1,9.0,,3.0,9.0,8.0,5.0,8.0,1134.5188480737827,10.0,
1329,No,29.0,Travel_Rarely,352.0,Human Resources,6.0,1,Medical,4.0,Male,87.0,2.0,1.0,Human Resources,2.0,Married,2804.0,15434.0,1.0,Y,No,11.0,3.0,4.0,80.0,0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1351.969839194854,,
1330,No,43.0,Travel_Rarely,823.0,Research & Development,6.0,3,Medical,1.0,Female,81.0,2.0,5.0,Manager,3.0,Married,19392.0,22539.0,7.0,Y,No,13.0,3.0,4.0,80.0,0,21.0,2.0,3.0,16.0,12.0,6.0,14.0,1390.657017488602,15.0,
1331,No,48.0,Travel_Rarely,1224.0,Research & Development,10.0,3,Life Sciences,4.0,Male,91.0,2.0,5.0,Research Director,2.0,Married,19665.0,13583.0,4.0,Y,No,12.0,3.0,4.0,80.0,0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,1422.7399470450307,,0.8497634682502511
1332,Yes,29.0,Travel_Frequently,459.0,Research & Development,24.0,2,Life Sciences,4.0,Male,73.0,2.0,1.0,Research Scientist,4.0,Single,2439.0,14753.0,1.0,Y,Yes,24.0,4.0,2.0,80.0,0,1.0,3.0,2.0,1.0,0.0,,0.0,1011.9883802879343,30.0,
1333,Yes,46.0,Travel_Rarely,1254.0,Sales,10.0,3,Life Sciences,3.0,Female,64.0,3.0,3.0,Sales Executive,2.0,Married,7314.0,14011.0,5.0,Y,No,21.0,4.0,3.0,80.0,3,14.0,,3.0,8.0,7.0,0.0,7.0,1675.6748696763716,,
1334,No,27.0,Travel_Frequently,1131.0,Research & Development,15.0,3,Life Sciences,4.0,Female,77.0,2.0,1.0,Research Scientist,1.0,Married,4774.0,23844.0,0.0,Y,No,19.0,3.0,4.0,80.0,1,8.0,2.0,2.0,7.0,6.0,7.0,3.0,1487.4379221913541,25.0,
1335,No,39.0,Travel_Rarely,835.0,Research & Development,19.0,4,Other,4.0,Male,41.0,3.0,2.0,Research Scientist,4.0,Divorced,3902.0,5141.0,8.0,Y,No,14.0,3.0,2.0,80.0,3,7.0,,3.0,2.0,2.0,2.0,2.0,1574.6786267017442,10.0,1.7817370861224515
1336,No,55.0,Travel_Rarely,836.0,Research & Development,2.0,4,Technical Degree,2.0,Male,98.0,2.0,1.0,Research Scientist,4.0,Married,2662.0,7975.0,8.0,Y,No,20.0,4.0,2.0,80.0,1,19.0,2.0,4.0,5.0,2.0,0.0,4.0,,10.0,2.140308985192446
1337,No,28.0,Travel_Rarely,1172.0,Sales,3.0,3,Medical,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1426.1734289349229,22.0,
1338,Yes,30.0,Travel_Rarely,945.0,Sales,9.0,3,Medical,2.0,Male,89.0,3.0,1.0,Sales Representative,4.0,Single,1081.0,16019.0,1.0,Y,No,13.0,3.0,3.0,80.0,0,1.0,,2.0,1.0,0.0,0.0,0.0,769.4888388869914,10.0,1.026675799015294
1339,Yes,22.0,Travel_Rarely,391.0,Research & Development,7.0,1,Life Sciences,4.0,Male,75.0,3.0,1.0,Research Scientist,2.0,Single,2472.0,26092.0,1.0,Y,Yes,23.0,4.0,1.0,80.0,0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,470.92030931865634,18.0,0.7239648505065617
1340,No,36.0,Travel_Rarely,1266.0,Sales,10.0,4,Technical Degree,2.0,Female,63.0,2.0,2.0,Sales Executive,3.0,Married,5673.0,6060.0,1.0,Y,Yes,13.0,3.0,1.0,80.0,1,10.0,4.0,3.0,10.0,9.0,1.0,7.0,1147.9995237501585,10.0,
1341,No,31.0,Travel_Rarely,311.0,Research & Development,20.0,3,Life Sciences,2.0,Male,89.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,18624.0,1.0,Y,No,11.0,3.0,1.0,80.0,1,10.0,2.0,3.0,10.0,8.0,0.0,2.0,818.555974796767,,
1342,No,34.0,Travel_Rarely,1480.0,Sales,4.0,3,Life Sciences,3.0,Male,64.0,3.0,3.0,Sales Executive,4.0,Married,9713.0,24444.0,2.0,Y,Yes,13.0,3.0,4.0,80.0,3,9.0,3.0,3.0,5.0,3.0,1.0,0.0,1687.2782562372256,,
1343,No,29.0,Travel_Rarely,592.0,Research & Development,7.0,3,Life Sciences,4.0,Male,59.0,3.0,1.0,Laboratory Technician,1.0,Single,2062.0,19384.0,3.0,Y,No,14.0,3.0,2.0,80.0,0,11.0,2.0,3.0,3.0,2.0,1.0,2.0,347.50049670704925,,
1344,No,37.0,Travel_Rarely,783.0,Research & Development,7.0,4,Medical,4.0,Male,78.0,3.0,2.0,Research Scientist,1.0,Married,4284.0,13588.0,5.0,Y,Yes,22.0,4.0,3.0,80.0,1,16.0,2.0,3.0,5.0,3.0,0.0,4.0,1071.1035753017907,15.0,10.214026516933853
1345,No,35.0,Travel_Rarely,219.0,Research & Development,16.0,2,Other,4.0,Female,44.0,2.0,2.0,Manufacturing Director,2.0,Married,4788.0,25388.0,,Y,Yes,11.0,3.0,4.0,80.0,0,4.0,,3.0,3.0,2.0,0.0,2.0,1008.0492667301603,22.0,
1346,No,45.0,Travel_Rarely,556.0,Research & Development,25.0,2,Life Sciences,2.0,Female,93.0,2.0,2.0,Manufacturing Director,4.0,Married,5906.0,23888.0,0.0,Y,No,13.0,3.0,4.0,80.0,2,10.0,,2.0,9.0,8.0,3.0,8.0,834.4071983306826,15.0,
1347,No,36.0,Travel_Frequently,1213.0,Human Resources,2.0,1,Human Resources,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,4223.0,1.0,Y,No,21.0,4.0,4.0,80.0,0,10.0,2.0,2.0,10.0,1.0,0.0,8.0,1115.436645051646,60.0,
1348,No,40.0,Travel_Rarely,1137.0,Research & Development,1.0,4,Life Sciences,1.0,Male,98.0,3.0,4.0,Manager,1.0,Divorced,16823.0,18991.0,2.0,Y,No,11.0,3.0,1.0,80.0,1,22.0,3.0,3.0,19.0,7.0,11.0,16.0,1097.303042682111,,
1349,No,26.0,Travel_Rarely,482.0,Research & Development,1.0,2,Life Sciences,2.0,Female,90.0,2.0,1.0,Research Scientist,3.0,Married,2933.0,14908.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,1,1.0,3.0,2.0,1.0,0.0,1.0,0.0,512.8904543034675,10.0,
1350,No,27.0,Travel_Rarely,511.0,Sales,2.0,2,Medical,1.0,Female,89.0,4.0,2.0,Sales Executive,3.0,Single,6500.0,26997.0,0.0,Y,No,14.0,3.0,2.0,80.0,0,9.0,5.0,2.0,8.0,7.0,0.0,7.0,938.6005650486483,10.0,
1351,No,48.0,Travel_Frequently,117.0,Research & Development,22.0,3,Medical,4.0,Female,58.0,3.0,4.0,Manager,4.0,Divorced,17174.0,2437.0,3.0,Y,No,11.0,3.0,2.0,80.0,1,24.0,,3.0,22.0,17.0,4.0,7.0,726.6249841176681,10.0,
1352,No,44.0,Travel_Rarely,170.0,Research & Development,1.0,4,Life Sciences,2.0,Male,78.0,4.0,2.0,Healthcare Representative,1.0,Married,5033.0,9364.0,2.0,Y,No,15.0,3.0,4.0,80.0,1,10.0,5.0,3.0,2.0,0.0,2.0,2.0,1215.4725940735718,,
1353,Yes,34.0,Non-Travel,967.0,Research & Development,16.0,4,Technical Degree,4.0,Male,85.0,1.0,1.0,Research Scientist,1.0,Married,2307.0,14460.0,1.0,Y,Yes,23.0,4.0,2.0,80.0,1,5.0,2.0,3.0,5.0,2.0,3.0,0.0,739.2456038054695,60.0,
1354,Yes,56.0,Travel_Rarely,1162.0,Research & Development,24.0,2,Life Sciences,1.0,Male,97.0,3.0,1.0,Laboratory Technician,4.0,Single,2587.0,10261.0,1.0,Y,No,16.0,3.0,4.0,80.0,0,5.0,3.0,3.0,4.0,2.0,,0.0,,,
1355,No,36.0,Travel_Rarely,335.0,Sales,17.0,2,Marketing,3.0,Male,33.0,2.0,2.0,Sales Executive,2.0,Married,5507.0,16822.0,2.0,Y,No,16.0,3.0,3.0,80.0,2,12.0,1.0,1.0,4.0,2.0,1.0,3.0,854.7768196371195,10.0,
1356,No,41.0,Travel_Rarely,337.0,Sales,8.0,3,Marketing,3.0,Female,54.0,3.0,2.0,Sales Executive,2.0,Married,4393.0,26841.0,5.0,Y,No,21.0,4.0,3.0,80.0,1,14.0,3.0,3.0,5.0,4.0,1.0,4.0,300.47947376337754,,
1357,No,42.0,Travel_Rarely,1396.0,Research & Development,6.0,3,Medical,3.0,Male,83.0,3.0,3.0,Research Director,1.0,Married,13348.0,14842.0,9.0,Y,No,13.0,3.0,2.0,80.0,1,18.0,3.0,4.0,13.0,7.0,,7.0,644.2790939738318,,1.4050966611801252
1358,No,31.0,Travel_Rarely,1079.0,Sales,10.0,2,Medical,3.0,Female,86.0,3.0,2.0,Sales Executive,4.0,Divorced,6583.0,20115.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1,8.0,2.0,3.0,5.0,2.0,,4.0,1426.6134918973373,10.0,
1359,No,34.0,Travel_Rarely,735.0,Sales,3.0,1,Medical,4.0,Female,75.0,2.0,2.0,Sales Executive,4.0,Married,8103.0,16495.0,3.0,Y,Yes,12.0,3.0,3.0,80.0,0,9.0,3.0,2.0,4.0,2.0,0.0,1.0,464.67186220359747,18.0,
1360,No,31.0,Travel_Rarely,471.0,Research & Development,4.0,3,Medical,1.0,Female,62.0,4.0,1.0,Laboratory Technician,3.0,Divorced,3978.0,16031.0,8.0,Y,No,12.0,3.0,2.0,80.0,1,4.0,0.0,2.0,2.0,2.0,2.0,2.0,879.4060451482426,,
1361,No,26.0,Travel_Frequently,1096.0,Research & Development,6.0,3,Other,3.0,Male,61.0,4.0,1.0,Laboratory Technician,4.0,Married,2544.0,7102.0,0.0,Y,No,18.0,3.0,1.0,80.0,1,8.0,3.0,3.0,7.0,7.0,7.0,7.0,1424.874089779758,,
1362,No,45.0,Travel_Frequently,1297.0,Research & Development,1.0,4,Medical,2.0,Male,44.0,3.0,2.0,Healthcare Representative,3.0,Single,5399.0,14511.0,4.0,Y,No,12.0,3.0,3.0,80.0,0,12.0,3.0,3.0,4.0,2.0,0.0,3.0,683.0669801644669,,
1363,No,33.0,Travel_Rarely,217.0,Sales,10.0,4,Marketing,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Single,5487.0,10410.0,1.0,Y,No,14.0,3.0,2.0,80.0,0,10.0,2.0,2.0,10.0,4.0,0.0,9.0,1358.9043069244458,10.0,1.8822452279971587
1364,No,28.0,Travel_Frequently,783.0,Sales,1.0,2,Life Sciences,3.0,Male,42.0,2.0,2.0,Sales Executive,4.0,Married,6834.0,19255.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,1,7.0,2.0,3.0,7.0,7.0,0.0,7.0,1746.632624552744,,
1365,Yes,29.0,Travel_Frequently,746.0,Sales,24.0,3,Technical Degree,3.0,Male,45.0,4.0,1.0,Sales Representative,1.0,Single,1091.0,10642.0,1.0,Y,No,17.0,3.0,4.0,80.0,0,1.0,,3.0,1.0,0.0,0.0,0.0,971.1034491715011,10.0,
1366,No,39.0,Non-Travel,1251.0,Sales,21.0,4,Life Sciences,1.0,Female,32.0,1.0,2.0,Sales Executive,3.0,Married,5736.0,3987.0,6.0,Y,No,19.0,3.0,3.0,80.0,1,10.0,,3.0,3.0,2.0,1.0,2.0,627.5086034967612,10.0,
1367,No,27.0,Travel_Rarely,1354.0,Research & Development,2.0,4,Technical Degree,2.0,Male,41.0,3.0,1.0,Research Scientist,2.0,Married,2226.0,6073.0,1.0,Y,No,11.0,3.0,3.0,80.0,1,6.0,3.0,2.0,5.0,3.0,1.0,2.0,837.4345108020448,,0.9081695207522225
1368,No,34.0,Travel_Frequently,735.0,Research & Development,22.0,4,Other,3.0,Male,86.0,2.0,2.0,Research Scientist,4.0,Married,5747.0,26496.0,1.0,Y,Yes,15.0,3.0,2.0,80.0,0,16.0,3.0,3.0,15.0,10.0,,11.0,1047.4729263397455,60.0,
1369,Yes,28.0,Travel_Rarely,1475.0,Sales,13.0,2,Marketing,4.0,Female,84.0,3.0,2.0,Sales Executive,3.0,Single,9854.0,23352.0,3.0,Y,Yes,11.0,3.0,4.0,80.0,0,6.0,,3.0,2.0,0.0,,2.0,1232.164577689594,10.0,1.0628906712485096
1370,No,47.0,Non-Travel,1169.0,Research & Development,14.0,4,Technical Degree,3.0,Male,64.0,3.0,2.0,Research Scientist,2.0,Married,5467.0,2125.0,8.0,Y,No,18.0,3.0,3.0,80.0,1,16.0,4.0,4.0,8.0,7.0,1.0,7.0,1723.6193192727806,,
1371,No,56.0,Travel_Rarely,1443.0,Sales,11.0,5,Marketing,4.0,Female,89.0,2.0,2.0,Sales Executive,1.0,Married,5380.0,20328.0,4.0,Y,No,16.0,3.0,3.0,80.0,1,6.0,3.0,3.0,0.0,0.0,,0.0,,15.0,
1372,No,39.0,Travel_Rarely,867.0,Research & Development,9.0,2,Medical,1.0,Male,87.0,3.0,2.0,Manufacturing Director,1.0,Married,5151.0,12315.0,1.0,Y,No,25.0,4.0,4.0,80.0,1,10.0,,3.0,10.0,0.0,7.0,9.0,974.148807341991,,1.7701661225489427
1373,No,38.0,Travel_Frequently,1394.0,Research & Development,8.0,3,Medical,4.0,Female,58.0,2.0,2.0,Research Scientist,2.0,Divorced,2133.0,18115.0,1.0,Y,Yes,16.0,3.0,3.0,80.0,1,20.0,3.0,3.0,20.0,11.0,0.0,7.0,937.4237465432759,,
1374,No,58.0,Travel_Rarely,605.0,Sales,21.0,3,Life Sciences,4.0,Female,72.0,3.0,4.0,Manager,4.0,Married,17875.0,11761.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,1,29.0,,2.0,1.0,0.0,0.0,0.0,,15.0,0.9589660587436599
1375,Yes,32.0,Travel_Frequently,238.0,Research & Development,5.0,2,Life Sciences,1.0,Female,47.0,4.0,1.0,Research Scientist,3.0,Single,2432.0,15318.0,3.0,Y,Yes,14.0,3.0,1.0,80.0,0,8.0,2.0,3.0,4.0,1.0,0.0,3.0,894.8940942694386,,
1376,No,38.0,Travel_Rarely,1206.0,Research & Development,9.0,2,Life Sciences,2.0,Male,71.0,3.0,1.0,Research Scientist,4.0,Divorced,4771.0,14293.0,2.0,Y,No,19.0,3.0,4.0,80.0,2,10.0,0.0,4.0,5.0,2.0,0.0,3.0,1219.1260384327916,10.0,1.8571919202076348
1377,No,49.0,Travel_Frequently,1064.0,Research & Development,2.0,1,Life Sciences,2.0,Male,42.0,3.0,5.0,Research Director,4.0,Married,19161.0,13738.0,3.0,Y,No,15.0,3.0,4.0,80.0,0,28.0,3.0,3.0,5.0,4.0,4.0,3.0,1398.2219197654895,25.0,
1378,No,42.0,Travel_Rarely,419.0,Sales,12.0,4,Marketing,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Divorced,5087.0,2900.0,3.0,Y,Yes,12.0,3.0,3.0,80.0,2,14.0,4.0,3.0,0.0,0.0,0.0,0.0,936.4059824156728,10.0,
1379,Yes,27.0,Travel_Frequently,1337.0,Human Resources,22.0,3,Human Resources,1.0,Female,58.0,2.0,1.0,Human Resources,2.0,Married,2863.0,19555.0,1.0,Y,No,12.0,3.0,1.0,80.0,0,1.0,,3.0,1.0,0.0,0.0,0.0,1138.571368371909,,
1380,No,35.0,Travel_Rarely,682.0,Sales,18.0,4,Medical,2.0,Male,71.0,3.0,2.0,Sales Executive,1.0,Married,5561.0,15975.0,0.0,Y,No,16.0,3.0,4.0,80.0,1,6.0,2.0,1.0,5.0,3.0,0.0,4.0,1268.6368088336874,15.0,
1381,No,28.0,Non-Travel,1103.0,Research & Development,16.0,3,Medical,3.0,Male,49.0,3.0,1.0,Research Scientist,3.0,Single,2144.0,2122.0,1.0,Y,No,14.0,3.0,3.0,80.0,0,5.0,3.0,2.0,5.0,3.0,1.0,4.0,1227.026973479753,10.0,
1382,No,31.0,Non-Travel,976.0,Research & Development,3.0,2,Medical,3.0,Male,48.0,3.0,1.0,Research Scientist,1.0,Divorced,3065.0,3995.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,1,4.0,3.0,4.0,4.0,2.0,2.0,3.0,703.9314405150795,10.0,
1383,No,36.0,Non-Travel,1351.0,Research & Development,9.0,4,Life Sciences,1.0,Male,66.0,4.0,1.0,Laboratory Technician,2.0,Married,2810.0,9238.0,1.0,Y,No,22.0,4.0,2.0,80.0,0,5.0,3.0,3.0,5.0,4.0,0.0,2.0,1348.5243323078475,,
1384,No,34.0,Travel_Rarely,937.0,Sales,1.0,3,Marketing,1.0,Male,32.0,3.0,3.0,Sales Executive,4.0,Single,9888.0,6770.0,1.0,Y,No,21.0,4.0,1.0,80.0,0,14.0,3.0,2.0,14.0,8.0,2.0,1.0,979.1105372425509,25.0,
1385,No,34.0,Travel_Rarely,1239.0,Sales,13.0,4,Medical,4.0,Male,39.0,3.0,3.0,Sales Executive,3.0,Divorced,8628.0,22914.0,1.0,Y,No,18.0,3.0,3.0,80.0,1,9.0,2.0,2.0,8.0,7.0,1.0,1.0,838.0877515877561,22.0,
1386,No,26.0,Travel_Rarely,157.0,Research & Development,1.0,3,Medical,3.0,Male,95.0,3.0,1.0,Laboratory Technician,1.0,Single,2867.0,20006.0,0.0,Y,No,13.0,3.0,4.0,80.0,0,8.0,6.0,2.0,7.0,7.0,7.0,6.0,765.7314671837764,10.0,
1387,No,29.0,Travel_Rarely,136.0,Research & Development,1.0,3,Life Sciences,1.0,Male,89.0,3.0,2.0,Healthcare Representative,1.0,Married,5373.0,6225.0,0.0,Y,No,12.0,3.0,1.0,80.0,1,6.0,5.0,2.0,5.0,3.0,0.0,2.0,1051.594526524348,,0.7562196114129927
1388,No,32.0,Non-Travel,1146.0,Research & Development,15.0,4,Medical,3.0,Female,34.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6667.0,16542.0,5.0,Y,No,18.0,3.0,2.0,80.0,1,9.0,6.0,3.0,5.0,1.0,1.0,2.0,481.5989661873783,10.0,
1389,No,31.0,Travel_Frequently,1125.0,Research & Development,1.0,3,Life Sciences,4.0,Male,48.0,1.0,2.0,Research Scientist,1.0,Married,5003.0,5771.0,1.0,Y,No,21.0,4.0,2.0,80.0,0,10.0,6.0,3.0,10.0,8.0,8.0,7.0,928.7860683087991,,
1390,Yes,28.0,Travel_Rarely,1404.0,Research & Development,17.0,3,Technical Degree,3.0,Male,32.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2367.0,18779.0,5.0,Y,No,12.0,3.0,1.0,80.0,1,6.0,2.0,2.0,4.0,1.0,0.0,3.0,916.4842563208446,25.0,
1391,No,38.0,Travel_Rarely,1404.0,Sales,1.0,3,Life Sciences,1.0,Male,59.0,2.0,1.0,Sales Representative,1.0,Single,2858.0,11473.0,4.0,Y,No,14.0,3.0,1.0,80.0,0,20.0,,2.0,1.0,0.0,0.0,0.0,897.5165913929276,,0.7956870013281299
1392,No,35.0,Travel_Rarely,1224.0,Sales,7.0,4,Life Sciences,3.0,Female,55.0,3.0,2.0,Sales Executive,4.0,Married,5204.0,13586.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0,10.0,,3.0,10.0,8.0,0.0,9.0,1331.6563259979253,15.0,
1393,No,27.0,Travel_Rarely,954.0,Sales,9.0,3,Marketing,4.0,Male,44.0,3.0,2.0,Sales Executive,4.0,Single,4105.0,5099.0,,Y,No,14.0,3.0,1.0,80.0,0,7.0,5.0,3.0,7.0,7.0,0.0,7.0,1402.8939242848808,10.0,
